t_s,true_n_m,true_e_m,true_vn_mps,true_ve_mps,true_alt_m,roll_rad,pitch_rad,yaw_rad,gyro_x_radps,gyro_y_radps,gyro_z_radps,acc_x_mps2,acc_y_mps2,range_m,of_dt_s,of_integrated_x_rad,of_integrated_y_rad,of_integrated_xgyro_rad,of_integrated_ygyro_rad,of_integrated_zgyro_rad,of_quality,texture_class,light_lux,gps_available,gps_vn_mps,gps_ve_mps
0.15,0.0009626043020768528,0.01626936994988068,0.012023616864939034,0.10333905514919224,1.0565659045434292,0.0074381671351447486,0.034045479163663225,0.0030843218347018485,0.05314275816224814,0.0211445290889652,0.018659827461696882,0.011466987661232136,-0.024973428817633286,1.0555874804444436,,,,,,,,textured_floor,472.4811981454091,1,0.15202360799344858,0.009155452829378852
0.16,0.0010908280870038692,0.017304920704599956,0.012822378492701635,0.10355507547192772,1.0570023629769318,0.007927031278630156,0.03417013142345961,0.0032899211062985814,0.049497484538756034,0.015046370456223847,0.020907341328139862,0.1096780300499279,0.013027450083028514,1.030093014097385,0.04,-0.003086203091638309,0.00031091257144033753,0.0019798993815502413,0.0006018548182489539,0.0008362936531255945,221.7871879974999,textured_floor,464.8897256043354,1,0.12855639135233846,0.1289236036454064
0.17,0.0012270340503575993,0.018342623015774665,0.013620596335373,0.10377023111747095,1.0574385761562917,0.008414544416412328,0.03429314844299945,0.0034955160843129934,0.04821277914772342,0.007382132165334752,0.02045964322010847,0.0034315197744518022,-0.043016096943449086,1.0700913316740404,,,,,,,,textured_floor,444.5999267819712,1,0.005603117404287077,0.007660550905939825
0.18,0.0013712164164002224,0.019382468163337142,0.014418236604262325,0.10398451475624775,1.0578745288371298,0.008900624129851478,0.034414500602844386,0.003701106500428934,0.053845806758607534,0.02020963382589462,0.019966292769242125,0.15037889338420524,-0.03881413068827125,1.064501318790859,,,,,,,,textured_floor,457.0463097726179,1,-0.028710904459834086,0.08784503302809665
0.19,0.0015233690718662691,0.020424447354020898,0.015215265546604649,0.1041979190683755,1.0583102057903218,0.009385188365260314,0.03453415843645134,0.00390669208633621,0.04969857598317238,0.016099550279256903,0.0213963994727031,0.07606612200817228,0.03993761185074484,1.0612369450992005,,,,,,,,textured_floor,468.4063237455832,1,-0.02219074524787172,0.22054133989451902
0.2,0.001683485566342858,0.02146855172145994,0.0160116494476589,0.10441043674390443,1.0587455918028883,0.009868155454733154,0.03465209263659117,0.004112272573730928,0.05149105280554526,0.0036846967777925677,0.020885317322661922,0.06522511903824393,0.021705643536702124,1.0418175067449809,0.04,-0.0038053381003234584,0.0013168519684306971,0.0020596421122218104,0.0001473878711117027,0.0008354126929064769,226.08066407808684,textured_floor,455.21141755232316,1,-0.06274711164049061,0.13842299549787138
0.21,0.0018515591126708909,0.022514772326290525,0.016807354632803286,0.1046220604830587,1.0591806716788856,0.010349444136866275,0.03476827406174067,0.004317847694315852,0.050901935678908224,0.007407895243685789,0.028036147756377465,0.02549024910174604,0.1773051922092026,1.047393181939212,,,,,,,,textured_floor,451.810880581089,1,0.024264612783981822,0.12421951023633794
0.22,0.0020275825873671714,0.0235631001562553,0.01760234746962804,0.10483278299647733,1.0596154302402963,0.010828973577363708,0.03488267374244637,0.0045234171798007455,0.036356001016189216,0.009383207612290214,0.02145244702740172,0.17771501945870116,0.04177844764594208,1.0495917885231647,,,,,,,,textured_floor,418.64552111594554,1,-0.04182183584661858,0.05462530650469803
0.23,0.002211548531067423,0.024613526126309848,0.01839659437002513,0.10504259700545487,1.0600498523279156,0.0113066633895226,0.03499526288765887,0.004728980761902731,0.04736632863895358,0.014519350198140492,0.0215447953703743,0.06749305278041035,0.09865529301206521,1.0520115566652934,,,,,,,,textured_floor,468.68639235847377,1,-0.0480201585512794,0.19758839316059607
0.24,0.0024034491489901733,0.025666041078731668,0.019190061792275052,0.1052514952421819,1.060483922802241,0.011782433654592455,0.035106012891036265,0.0049345381723466305,0.04316477974846718,0.0014638026201568791,0.017717334792798814,0.04552948812681369,-0.07924672272289196,1.0538596814184056,0.04,-0.0017486668383427549,0.0022509869471919225,0.0017265911899386872,5.855210480627517e-05,0.0007086933917119525,228.93880019233632,textured_floor,434.5752309654009,1,-0.04326923455823715,0.12389140834041844
0.25,0.002603276311421477,0.02672063578323152,0.019982716243130364,0.10545947044998533,1.0609176265443552,0.012256204942002451,0.03521489533721544,0.005140089142865325,0.043955966166309125,0.010317006186328394,0.022078341737618905,0.05156194050014898,0.04836045546981339,1.0439297570557,,,,,,,,textured_floor,421.9392786838176,1,0.07329045293144862,-0.033728189791973284
0.26,0.002811021554220436,0.027777300937067206,0.02077452427989592,0.10566651538356839,1.0613509484568142,0.012727898329451186,0.03532188200804975,0.005345633405200098,0.05295986847183708,0.013726673001641163,0.016459713169897826,0.1222508828306782,-0.05159951278638646,1.094374201645089,,,,,,,,textured_floor,422.935512038002,1,0.01581974970323565,0.06488389584632148
0.27,0.0030266760793454923,0.028836027165159712,0.021565452512505634,0.10587262280925053,1.0617838734645282,0.01319743542285317,0.035426944888811825,0.0055511706911009874,0.045342780152973036,-0.0009277413465160356,0.02515387727485817,0.10883181432260393,0.037765723739954224,1.0850744478926655,,,,,,,,textured_floor,437.17338411920775,1,-0.06019758484091638,0.1222949627885992
0.28,0.0032502307554014486,0.029896805020211782,0.022355467605595643,0.10607778550520694,1.0622163865156449,0.013664738376136455,0.035530056174360156,0.005756700732327137,0.054184997184857184,0.01319920299996971,0.014615234640285371,0.11254166216929334,0.06110044657678671,1.0671439097965083,0.04,-0.001303649816452691,0.0019744401208121715,0.0021673998873942874,0.0005279681199987884,0.0005846093856114149,201.53602086391095,textured_floor,457.2894923988817,1,0.0752265058670063,0.0925484881286035
0.29,0.0034816761182071853,0.03095962498282886,0.02314453628057368,0.1062819962617079,1.0626484725824288,0.014129729910885833,0.03563118827526815,0.005962223260647142,0.04074899430339852,0.013480656285274596,0.017177229004559834,0.11391212578149593,0.009897953890562786,1.062924682953591,,,,,,,,textured_floor,467.4095147335846,1,0.09461755649411392,0.17124993639889932
0.3,0.0037210023713840318,0.03202447746164244,0.02393262531768462,0.10648524788135791,1.0630801166621429,0.014592333335826093,0.0357303138239143,0.006167738007839408,0.04180244964158884,0.00642426011700937,0.014034540988126749,0.2506982796993779,0.19838302661515836,1.0912703020436718,,,,,,,,textured_floor,455.1248536662913,1,-0.0036521618922485295,0.03875694169597314
0.31,0.0039681993869647506,0.03309135279343579,0.0247197015580719,0.10668753317933442,1.0635113037779227,0.015052472566139799,0.0358274056805322,0.0063732447056924916,0.0489363429832138,0.004993006691923057,0.022228828876998157,0.04676993596405808,0.11992323114640266,1.088671279611216,,,,,,,,textured_floor,476.03269313669006,1,-0.02229352901607815,0.11712848044237324
0.32,0.004223256706023099,0.03416024124327205,0.02550573190583484,0.10688884498362648,1.0639420189796551,0.015510072142614212,0.035922436939219086,0.006578743086005455,0.04426374814457399,0.005949588445172679,0.01885391477314364,0.03821703012466198,0.09975171848564648,1.0536581616628824,0.04,-0.004566733389499394,0.002037279101965862,0.0017705499257829596,0.00023798353780690715,0.0007541565909257456,209.49171729497397,textured_floor,443.95284791065893,1,-0.026835691565407785,0.0692057265991948
0.33,0.004486163539323915,0.03523113300462478,0.02629068333008159,0.10708917613527287,1.0643722473448511,0.01596505725061196,0.036015380933901615,0.006784232880588218,0.04659338915869864,-0.0014996762850671974,0.023292245995819263,0.014004593078101271,0.06660159435581069,1.068913817666717,,,,,,,,textured_floor,446.51892399694043,1,0.042205550894463324,0.11654478407586782
0.34,0.004756908767993692,0.036304018199510776,0.02707452286697766,0.10728851948860026,1.0648019739795205,0.0164173537388601,0.03610621124425764,0.0069897138212618995,0.04464231706653814,0.007671278808068415,0.01664527482204496,0.12829138613184884,0.14641353971785037,1.062903959697636,,,,,,,,textured_floor,421.9986024175972,1,0.08176837606265416,0.07429375899485055
0.35000000000000003,0.00503548094421159,0.03737888687862539,0.027857217621789804,0.10748686791146071,1.0652311840190396,0.016866888138052302,0.03619490170159264,0.0071951856398591784,0.0442413920680765,0.00963914254360606,0.02267261433825692,0.16923410142641152,-0.10972752256091768,1.062040686326186,,,,,,,,textured_floor,441.3629263730235,1,0.03796997211257136,0.11104219339385295
0.36,0.005321868291920843,0.038455729021480076,0.028638734770925215,0.1076842142854692,1.0656598626290228,0.01731358767925891,0.036281426394669525,0.00740064806822464,0.04330766442944501,0.0036655515057324346,0.022865106405211465,0.06970047857497692,0.11473739261086728,1.0640394121141041,0.04,-0.0032378565542352166,0.0008233459817704879,0.0017323065771778004,0.00014662206022929739,0.0009146042562084586,209.0160519818085,textured_floor,419.3695908317521,1,-0.0521016647607976,0.19826740143737165
0.37,0.005616058707560501,0.03953453453654249,0.029419041563965784,0.10788055150624068,1.0660879950061888,0.01775738031213977,0.03636575967549074,0.007606100838215118,0.044948325626414674,0.012210686848317179,0.02139197182704799,0.011500392710774354,-0.07430070144556916,1.065676516616832,,,,,,,,textured_floor,429.87415045508476,1,0.09326889959346775,0.013088866409079233
0.38,0.005918039760817474,0.04061529326137875,0.030198105325697375,0.10807587248362673,1.0665155663792272,0.018198194722954586,0.036447876165031194,0.007811543681700056,0.04649555516141889,0.00850982289413113,0.02066726861275959,0.012647735005717031,-0.04026480383465534,1.0705621525685687,,,,,,,,textured_floor,459.4518467518377,1,0.02693993385006868,0.23160296032714692
0.39,0.006227798695398815,0.041697994962798274,0.03097589345813396,0.10827017014195214,1.0669425620096593,0.018635960352365914,0.03652775075892093,0.008016976330561853,0.05007832310764095,0.008914194394865143,0.021091538482874192,0.13054366980856266,0.04967658866673618,1.071086192855205,,,,,,,,textured_floor,424.69387769078793,1,0.018917433813241402,0.31697377981243463
0.4,0.006545322429824177,0.04278262933700078,0.03175237344253636,0.10846343742025094,1.0673689671927018,0.019070607413029607,0.03660535863307622,0.008222398516696209,0.042495277588728814,0.006038237866314309,0.01689891202653908,0.13784329574820367,0.10330506256523098,1.0898514405566935,0.04,-0.0026239785523769605,0.0003037207821466859,0.0016998111035491526,0.00024152951465257236,0.0006759564810615631,217.9585551418784,textured_floor,426.17710805355824,1,0.05761396396186917,0.07831437610384365
0.41000000000000003,0.006870597558238435,0.0438691860097258,0.0325275128414257,0.10865566727250214,1.0677947672581256,0.019502066906967916,0.03668067524927796,0.008427809972012479,0.041408608301991875,0.010388062173086497,0.016239517441845822,0.12171872735630701,-0.08775703282447284,1.0566133958153625,,,,,,,,textured_floor,423.6329045335709,1,0.09513157767069733,0.19256005683485056
0.42,0.007203610351244346,0.04495765453640445,0.033301279300591125,0.10884685266786517,1.068219947571112,0.019930270642720314,0.03675367636069616,0.008633210428434028,0.040564371039130555,0.01234538114748451,0.022714972699362124,0.024905749745096142,-0.036593448428770055,1.0836579757630729,,,,,,,,textured_floor,461.64552570924957,1,-0.035017581405104414,0.1626545429913097
0.43,0.007544346756755266,0.0460480244023136,0.034073640551091966,0.10903698659091496,1.0686444935331085,0.020355151252267258,0.03682433801735918,0.008838599617898568,0.048197713670217954,0.005317935973649038,0.019063578117355314,0.0965962974341898,0.01209315085165939,1.0534658637589476,,,,,,,,textured_floor,474.5835427241522,1,-0.04641921977953389,0.15520646998578583
0.44,0.007892792400867805,0.047140285022732376,0.03484456441125392,0.10922606204187657,1.0690683905826814,0.020776642207722074,0.03689263657156682,0.00904397727235852,0.04473762886440986,0.009754660377910795,0.022350743143589237,0.08723185483488576,-0.010738849351833698,1.073579957112618,0.04,-0.002448442718770258,0.002405519203207698,0.0017895051545763943,0.0003901864151164318,0.0008940297257435695,205.6952887126081,textured_floor,448.87899167711237,1,0.031967332387516735,0.06354155363995884
0.45,0.008248932588754398,0.04823442574310097,0.03561401878865929,0.10941407203685964,1.0694916241963655,0.02119467783778635,0.0369585486832458,0.009249343123781357,0.03403142310635709,0.009558847515303689,0.026739935429607786,0.09526241824174525,0.07237224813057147,1.0861131397106008,,,,,,,,textured_floor,464.1432723946921,1,0.03344396617502832,0.05268351353370534
0.46,0.00861275230557571,0.04933043583918188,0.03638197168213117,0.10960100960809213,1.0699141798895138,0.02160919334396427,0.03702205132524665,0.009454696904149955,0.03349986612605626,0.007900137706120641,0.018706130922518018,0.1473487238555538,0.27880255449745694,1.0794332933608166,,,,,,,,textured_floor,432.53900958337033,1,0.09052202320602282,0.08093191354676917
0.47000000000000003,0.008984236217412823,0.050428304517223424,0.03714839118371127,0.10978686780415407,1.0703360432171418,0.022020124816531185,0.03708312178858089,0.009660038345462946,0.03759056379639951,0.012692534893953705,0.018133152318190404,0.09538591638581337,0.037352077223651456,1.0665865516660697,,,,,,,,textured_floor,468.4483930646386,1,0.11321914831880597,0.08424612369882288
0.48,0.009363368672219137,0.05152802091412553,0.037913245480631366,0.10997163969021065,1.070757199774771,0.022427409250252106,0.0371417376875972,0.009865367179735065,0.041463568941942884,0.0028318001349369186,0.01923510684103991,0.13167197737229783,-0.05513180228228638,1.0760376548626098,0.04,-0.0029578178982676805,-9.806418296463555e-05,0.0016585427576777153,0.00011327200539747675,0.0007694042736415964,235.66640433031944,textured_floor,439.26475742290665,1,0.007731029798548415,0.03618912482235066
0.49,0.00975013370079192,0.05262957409760799,0.03867650285727835,0.11015531834824493,1.071177635199271,0.022830984559845693,0.03719787696509568,0.010070683138997498,0.040035136689983486,0.0038028172289369857,0.020686823279398595,0.08262261613629855,-0.10015984096168075,1.0969829158861202,,,,,,,,textured_floor,460.01368222320434,1,0.05837675536838898,0.0629025438034728
0.5,0.010144515017763443,0.05373295306638089,0.039438131697152344,0.11033789687729027,1.071597335169696,0.02323078959518927,0.0372515178973789,0.010275985955298236,0.041848094028132735,0.0021302692017046787,0.022986166319666625,0.10020002875834022,-0.02258315079279522,1.0637551979305797,,,,,,,,textured_floor,449.59165887038506,1,0.06700420710600408,0.17073746162630662
0.51,0.010546496022611627,0.054838146750317514,0.04019810048481837,0.11051936839366222,1.0720162854081212,0.023626764156260853,0.037302639099238775,0.010481275360702423,0.03870119686249194,0.007885168153928368,0.020414708977257456,0.12742451907621777,-0.07190706408889351,1.0815603542566115,,,,,,,,textured_floor,421.2304584413841,1,0.07360578095535443,0.20319384492715062
0.52,0.010956059800690135,0.055945144010629416,0.04095637780785074,0.11069972603119003,1.0724344716804763,0.024018849007813772,0.03735121952887818,0.010686551087292698,0.04460076196147315,0.003640024617370448,0.02884106333995731,-0.03980321255189993,0.040592105966781006,1.0879689338095044,0.04,0.0011284021261141713,0.0012974993764239308,0.001784030478458926,0.00014560098469481791,0.0011536425335982924,208.28366468247796,textured_floor,436.7226106312915,1,-0.05631428248090955,0.056236870109979596
0.53,0.01137318912427784,0.057053933640043894,0.04171293235877063,0.11087896294144775,1.0728518797973752,0.02440698589378,0.03739723849276615,0.010891812867169566,0.04170187269430493,0.001689809521588081,0.022208865317835502,0.05104016585417159,0.03922448423617333,1.0681020209046226,,,,,,,,textured_floor,452.5664357134481,1,0.07301426857665608,0.2573251723331066
0.54,0.011797866453647603,0.05816450436298374,0.04246773293697635,0.11105707229398486,1.0732684956149439,0.02479111755139795,0.03744067565042569,0.01109706043245172,0.038520397992514374,0.010866216826331616,0.023647329963240593,0.03882548945693428,-0.03411663362927024,1.1003818852730243,,,,,,,,textured_floor,422.2552661667685,1,-0.007418918706652636,0.024931646127415275
0.55,0.012230073938154267,0.059276844835749305,0.04322074845066631,0.11123404727655639,1.0736843050356453,0.025171187725061033,0.037481511019153216,0.011302293515276406,0.04238253914638234,0.011190489668379131,0.020375129093587116,0.0251833516970449,0.16160673544621762,1.1058777922263188,,,,,,,,textured_floor,454.4483274708873,1,0.07753587211971194,0.04012429533576742
0.56,0.01266979341734181,0.06039094364670283,0.04397194791875446,0.11140988109535276,1.0740992940091005,0.025547141179882868,0.037519724978668414,0.011507511847799783,0.030791174598466912,0.0023745912019815987,0.024568407264157054,0.05411732713403943,-0.05615249366509176,1.0916170638734468,0.04,-0.0030614201477342016,0.0006144990224628754,0.0012316469839386765,9.498364807926396e-05,0.000982736290566282,215.49409630349834,textured_floor,428.7559131980687,1,-0.02543253310989202,-0.0018337082144013472
0.5700000000000001,0.013117006422069593,0.06150678931645512,0.044721300472778266,0.11158456697522898,1.074513448532909,0.02591892371497559,0.037555298275693774,0.011712715162197244,0.03662675097706463,-0.0020452797904535087,0.019698475357545864,0.19555600072010731,-0.006998786427918707,1.0920752306023813,,,,,,,,textured_floor,458.1094097438457,1,0.04823703055575857,0.003180703392801104
0.58,0.013571694175657581,0.06262437029805445,0.04546877535879888,0.11175809815993347,1.0749267546534644,0.02628648217643738,0.03758821202846251,0.011917903190663787,0.03709208697801764,0.010611542574417395,0.01794113036593897,0.006523067254896361,0.053560572694577216,1.0501277797818123,,,,,,,,textured_floor,429.5910284890662,1,0.02689055361642925,0.18022922377182887
0.59,0.014033837595050514,0.06374367497717782,0.0462143419392934,0.11193046791233638,1.0753391984667662,0.026649764470045703,0.037618447731154206,0.012123075665414368,0.03852001586057484,0.0047716836407058994,0.024137835683797057,0.1530775690443113,0.07366326833510288,1.0566689138748706,,,,,,,,textured_floor,456.647735960522,1,0.17399366680590256,0.08306565451756004
0.6,0.014503417292000907,0.06486469167232439,0.04695796969503929,0.11210166951465741,1.0757507661192318,0.027008719573652674,0.037645987258256915,0.012328232318684228,0.028815989950357248,0.004301146387492776,0.02028570667982226,-0.05919164183945101,0.10437577666924683,1.075639601232003,0.04,-0.0029127295706177195,0.0017025535348782666,0.00115263959801429,0.00017204585549971104,0.0008114282671928905,221.79383147965328,textured_floor,462.2491165028725,1,-0.006853609854070179,0.10927390436970577
0.61,0.014980413574270813,0.06598740863501132,0.04769962822699056,0.11227169626869318,1.0761614438085028,0.027363297549279138,0.03767081286885503,0.01253337288272927,0.03419487143507107,0.0027660016676279505,0.02149429734320913,0.04846668350842924,0.03631961580135316,1.0674624810612205,,,,,,,,textured_floor,447.47901676772517,1,-0.010619473063251346,0.09041922802149537
0.62,0.015464806446852272,0.06711181404997177,0.048439287258145794,0.1124405414960441,1.0765712177842477,0.027713449554904054,0.03769290721084183,0.012738497089826382,0.03639335851874764,-0.0011292481047627911,0.024439120400518963,0.08809419588541312,0.08598262423649558,1.0871384599454235,,,,,,,,textured_floor,448.7980554717795,1,0.13627837775895585,0.03181386922630128
0.63,0.015956575613206347,0.06823789603535517,0.049176916635407714,0.11260819853834056,1.076980074348964,0.028059127855946005,0.037712253325055844,0.012943604672273804,0.03625046258206299,0.0001432301011597809,0.021065847601441284,0.12178513284359309,-0.051429863000411476,1.0354609373698376,,,,,,,,textured_floor,472.28314465199736,1,0.10002386337446972,0.005530455839085846
0.64,0.01645570047652069,0.06936564264292985,0.0499124863314344,0.11277466075746895,1.077387999858775,0.028400285836433527,0.03772883464934012,0.013148695362391476,0.03863202706157843,0.00422996504313645,0.01991121601343799,0.13159581158755174,0.07509400582585574,1.0878813267912255,0.04,-0.0038983240987718573,0.003562163062337504,0.0015452810824631371,0.000169198601725458,0.0007964486405375196,207.51972732093188,textured_floor,438.25181367974517,1,0.0641646287115842,-0.02431561209758515
0.65,0.01696216014098551,0.07049504185828782,0.05064596644648166,0.1129399215357968,1.0777949807242233,0.028736878009861237,0.03774263502252355,0.013353768892521378,0.03647473099439015,-0.0005500394929755222,0.018364896413820938,0.1379727586107346,0.07389391865403816,1.0763724810021071,,,,,,,,textured_floor,441.9863402595385,1,0.019461043345046218,0.09046871153954097
0.66,0.017475933413087875,0.0716260816010518,0.05137732721023692,0.11310397427639765,1.0782010034110627,0.02906886002972879,0.03775363868832334,0.013558824995027892,0.032722150297431765,0.002691697945219341,0.024751448884231017,0.04641123702246691,0.12241414144227689,1.0712989248085594,,,,,,,,textured_floor,459.60980245646806,1,-0.020189148448270987,0.1320821440369938
0.67,0.017996998802924317,0.07275874972508456,0.05210653898364401,0.11326681240327519,1.0786060544410443,0.029396188699759636,0.03776183029916781,0.01376386340229813,0.03519799269920001,0.0007312738893927271,0.019136037001478933,0.03712234369424714,-0.13222456414122125,1.1084409897559815,,,,,,,,textured_floor,456.334752217293,1,0.023668863264978704,0.049073897935412725
0.68,0.018525334525531508,0.07389303401870043,0.05283357226071908,0.11342842936158701,1.0790101203927016,0.02971882198379689,0.03776719491993865,0.01396888384674232,0.03122106123847143,-0.0038331613008019414,0.020296730998980682,0.1425467962749686,-0.07145773549498759,1.0756361178174751,0.04,-0.0035309156918850123,0.0007821642675279845,0.0012488424495388573,-0.00015332645203207766,0.0008118692399592273,202.67663936980563,textured_floor,446.35755803956573,1,0.018056516693329437,-0.030676098813569863
0.6900000000000001,0.01906091850223508,0.07502892220487911,0.053558397670357354,0.11358881861786774,1.0794131879021291,0.030036719015373435,0.03776971803163189,0.014173886060794108,0.03213800196889789,0.00659405332112684,0.021646927159923824,0.05839962606026277,0.06683428435414171,1.0564195740002944,,,,,,,,textured_floor,431.7746075440347,1,0.008838886779338681,0.1606391102787186
0.7000000000000001,0.019603728362016386,0.07616640194148162,0.054280985978130664,0.11374797366025154,1.0798152436637614,0.03034984010695382,0.037769385534936695,0.01437886977691095,0.03425059657417731,0.0021994178152165353,0.021628574147666012,-0.02855866650079994,-0.21126056019575404,1.0879381721035881,,,,,,,,textured_floor,464.6044106017257,1,0.020874051088760864,0.1688542278393213
0.71,0.02015374144289714,0.07730546082146857,0.05500130808807552,0.11390588799869415,1.080216274431145,0.030658146758845192,0.03776618375373127,0.014583834727574435,0.030406874868307177,0.0008582858815178742,0.0245503417299033,-0.017377435788712606,0.040074185636714076,1.0872278859629083,,,,,,,,textured_floor,431.4269737072863,1,0.01879901549354166,0.020218613813622693
